id,name,popularity,followers,genres
0ETJQforv5OXgDgidQv9qd,HI-LO,54.0,117972.0,"['dutch house', 'electro house', 'house']"
5nki7yRhxgM509M5ADlN1p,Oliver Heldens,67.0,1002293.0,"['dutch house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house']"
4RB2EEsmLhQTOSVQQpDzNg,Sofiane Pamart,62.0,189239.0,[]
5HRGFSrlJruRPZNPbsy57r,Undercatt,36.0,33212.0,['italian techno']
2vDXLZ9mI3CdTPPIzFUKlY,Lexer,42.0,48798.0,"['deep euro house', 'leipzig electronic']"
255QhVPytbdcbgCbHJ5rNe,Jyll,38.0,444.0,[]
2yPveJtn9DpeN0CgNJHvAQ,Stimming,37.0,93501.0,"['german techno', 'hamburg electronic', 'microhouse', 'minimal techno']"
1VFwWJaTMckGNeRWak0cXi,Johannes Brecht,31.0,11165.0,[]
1xfLBmx0n8DQri9HxJsq9O,Kryder,47.0,41309.0,"['dutch house', 'electro house', 'progressive electro house', 'progressive house']"
4HoXJ3c9TIwcRwnEjIj4a7,Alexandra Badoi,31.0,3713.0,[]
39PhMWg1aAuuZcph0OXGu6,Deniz Koyu,39.0,99936.0,"['dutch house', 'edm', 'electro house', 'german techno', 'pop dance', 'progressive electro house', 'progressive house']"
2lW5IbF53ZuYk98CZ2Ws2s,Tommyknocker,31.0,17773.0,"['dark hardcore', 'gabber', 'hardcore techno']"
1ZXarwne5gA98pXsbC7vph,Sunbeam,39.0,13200.0,"['belgian dance', 'bubble trance', 'german techno', 'german trance', 'old school hard trance']"
6lnvS4m0vfeZz0L5jPhujh,Traxtorm Legends,21.0,559.0,[]
4PqSBgXKxQuqclKpwB6iuc,Blasé,41.0,2538.0,[]
3azqDB8c8zEOTBscxif1gU,Mohna,39.0,4562.0,[]
48LWLoeY0dhwaiX1FRsn72,Mind Against,44.0,108340.0,"['deep techno', 'italian techno', 'melodic techno', 'minimal techno']"
6MJKlN8ya42Agsw3iQZs6e,French 79,57.0,187348.0,"['french indie pop', 'french indietronica']"
6qdVbTc8Uvy0VJyDZbYTd8,Marino Canal,44.0,22481.0,[]
4OfOyERIlrusog1D6Ue2Po,Alexander Alar,22.0,6510.0,['melodic techno']
6VnT8famHHPF3EhUOr7IGW,Bakhova,7.0,94.0,[]
2qTWOMo1aFqVudILsX9pgo,Kid A,32.0,1288.0,[]
1txb9Qg5lJ3KATxPcIYyvO,AMÉMÉ,38.0,11659.0,[]
5OvpF1A65DXs93M9NfPIjT,Patrice Bäumel,39.0,56101.0,"['deep techno', 'melodic techno', 'minimal techno', 'organic house']"
2JnkjHtuUjz83gkEx8QMS4,Adana Twins,41.0,101251.0,"['deep disco house', 'german house', 'hamburg electronic']"
356puk5By7WbXAFFZ8Uelf,Tone Depth,31.0,9545.0,['melodic techno']
6woLhP7pzj8pbWsZ5VUOck,Fetsum,33.0,4640.0,[]
3qoTlYFOahAlAh9ee3qnbs,HOSH,45.0,70155.0,"['deep disco house', 'hamburg electronic', 'minimal techno']"
4iBwchw0U0GZv5RfVYSMxN,Anyma,65.0,265678.0,['stutter house']
5T4UKHhr4HGIC0VzdZQtAE,Faithless,58.0,622063.0,"['big beat', 'downtempo', 'electronica', 'trip hop']"
4ORnI4BzjKFbUply6fRvkX,ÄTNA,41.0,31806.0,"['dresden indie', 'german indie']"
17dbJyUCrxh4I7iyUrjaHU,Carl Craig,37.0,83595.0,"['detroit techno', 'microhouse', 'minimal techno', 'outsider house', 'techno']"
7vFpNLbCXbBFs4kFBUlkSl,Zombie Nation,46.0,37154.0,['german techno']
1UJj77uMxQ75QrhQSU8W1I,The Reason Y,15.0,1937.0,['dark techno']
1bp9y0lyzSPhnB6Dk8CUaW,L_cio,21.0,10847.0,['brazilian techno']
0NBGssQpgDczTsVEp4pCbR,Oliver Huntemann,39.0,154229.0,"['dark techno', 'german techno', 'hamburg electronic', 'high-tech minimal', 'minimal techno']"
5Hini2nQyoglzpdKe41cZt,UMEK,43.0,159204.0,"['dark techno', 'minimal techno', 'raw techno', 'slovenian electronic']"
5MKm6advUxnWwSldJGmMsz,野村義男Band,17.0,42.0,[]
7B1LLuCQk13H4Mb6CFBftU,The Martinez Brothers,53.0,201035.0,"['deep disco house', 'house', 'minimal tech house', 'minimal techno']"
1oZmFNkGAT93yD1xX4vTRE,Nina Kraviz,46.0,415816.0,"['electra', 'minimal techno', 'russian electronic', 'russian techno']"
2jzbYdD55IHAm5Rk7RHoYf,Bara Nova,27.0,1042.0,[]
71yD5VENn9Wy1IECnpYWvX,Khainz,31.0,14467.0,"['deep minimal techno', 'hard minimal techno', 'swiss techno']"
5NjFXNobjTKu8ZV2lFiXRa,Matteo Vitanza,17.0,1055.0,['italian techno']
5xaGKkAq8iQ3R3FfIL3DMG,EarthLife,36.0,6484.0,['italian techno']
1hYRudcESgUzBfB4ahnDqr,Sonita,13.0,117.0,[]
2Fue2rkq7Fya36fknD1EaC,Josement,33.0,2336.0,['german dark minimal techno']
5Igpc9iLZ3YGtKeYfSrrOE,Chris Lake,63.0,283716.0,"['bass house', 'edm', 'electro house', 'house', 'melbourne bounce', 'pop dance', 'progressive house', 'tech house']"
3oPI0nOC7MHooFy5qDsFrv,AIROD,38.0,30298.0,"['acid techno', 'french techno', 'raw techno']"
5YjEVrNMrIRw2xGbjTN6Ti,Mylo,47.0,46813.0,"['disco house', 'filter house']"
2hyRTXUyfd56j4siLF4zJx,Marc Acardipane,33.0,5485.0,['gabber']
1VgYuiThj8BcwRxm5pwc3j,Da TMC,18.0,8.0,[]
2jvTYwyzxK1FVYGEoKfZLQ,Cosmic Boys,33.0,26791.0,['dark techno']
07XaX6Avlobw33v76hUWRq,Absent,7.0,194.0,[]
5GLFbwgiU1YyAoQD8C4nvC,Charly Lownoise & Mental Theo,43.0,25358.0,"['bubble trance', 'happy hardcore', 'hardcore techno']"
1CqOLQmjzVWXQTiIN5Wucs,TNT,52.0,41259.0,"['classic hardstyle', 'euphoric hardstyle']"
37jL2LnGjAkadOCszr8v7C,Technoboy,52.0,82584.0,"['classic hardstyle', 'euphoric hardstyle']"
3mZnhzeAyjpFhO3cIepzBr,Tuneboy,51.0,35097.0,"['classic hardstyle', 'euphoric hardstyle']"
0xTHDDgrTLK87pC4blqD6j,Christian Cambas,31.0,6003.0,"['greek house', 'greek techno']"
75urDDpUkt0jMdQgVx3XFV,Artche,39.0,5723.0,[]
2E4lzxgBnCEqLawsXeRKWp,Tomcraft,39.0,27811.0,"['bubble trance', 'german techno', 'munich electronic']"
6mzs66iVW15C5iLt0JLt41,ILIRA,58.0,48042.0,['albanian pop']
03wBbT5tqttIBpmUrNa9ur,Vanita,30.0,3232.0,['swiss techno']
4mYTitBU5sHQMr2fNEDir5,Mischa,37.0,515.0,[]
5BSvQ8klrDFPpCJ3TujFoK,Carbon,29.0,10037.0,['melodic techno']
7hvD2Cs8fbF3HvhQCmV3xq,Lampe,29.0,9118.0,['psytech']
2gct3VkeQT2IuGNFNJVj1J,Fran,38.0,2183.0,[]
4iBwpHcklqLJMHgrTEHEYl,Dyzen,28.0,5681.0,['italian techno']
7KT19dObRj1T5OgnyQFm4C,Definition,31.0,6323.0,['melodic techno']
5FLN3H4PiuUQMmFzGmcQ96,Natascha Polké,39.0,19985.0,[]
4Ws2otunReOa6BbwxxpCt6,Benny Benassi,65.0,549512.0,"['edm', 'electro house', 'pop dance']"
0dmPX6ovclgOy8WWJaFEUU,Kraftwerk,51.0,728521.0,"['dusseldorf electronic', 'early synthpop', 'electro', 'new wave', 'proto-techno', 'synthpop']"
6LTgaNvQ4z07MLP5Fs3plh,Scot & Millfield,34.0,658.0,[]
6OQOvP7RAdmAKVXXQqD0Se,Pan-Pot,36.0,209027.0,"['german techno', 'minimal techno', 'raw techno']"
1ovLf87ytwpNoA4prvV8wt,The Viper,44.0,24446.0,"['classic hardstyle', 'dark hardcore', 'gabber', 'happy hardcore', 'hardcore techno']"
1rWaCpcmmjycvD00Kf6YyE,Korsakoff,43.0,107230.0,"['dark hardcore', 'happy hardcore', 'hardcore techno']"
4u78tFtzvcrrs8kzkXsW4r,Dune,45.0,54725.0,"['bubble trance', 'eurodance', 'german techno', 'happy hardcore', 'hardcore techno']"
4W991QdgKWX4TO864ypInA,Eats Everything,43.0,85262.0,"['deep disco house', 'house', 'raw techno']"
1YkHCcMgZ6fTQMeEQyYKTf,Moonbootica,38.0,52822.0,"['german techno', 'hamburg electronic']"
1b81zU0IfjHE8krv2IZ0Hf,Captain Jack,47.0,75382.0,"['eurodance', 'german techno']"
6CG5i0dfyqWIOrqFY60ooq,Promo,33.0,20056.0,"['gabber', 'hardcore techno']"
6JGLndnzrQrIFkd8NFha3C,Dusty Kid,37.0,83811.0,['minimal techno']
0S6b11xqvO6XOWZSukSjiY,Nosferatu,39.0,38510.0,"['frenchcore', 'gabber', 'hardcore techno', 'uptempo hardcore']"
4ueT3TFdSmR04bDAiZbjsW,Ante Perry,29.0,9531.0,['german tech house']
1Y1sNScqx8BPZceaO7LjTO,Evil Activities,44.0,57507.0,"['classic hardstyle', 'dark hardcore', 'happy hardcore', 'hardcore techno']"
70PpOSePHXISY6UFBJt3K0,Daso,28.0,21571.0,['german techno']
79uJoLQkQ621xZy7MyH4uL,Ben Sterling,30.0,9562.0,"['tech house', 'uk tech house']"
4Dn8TwLoOeWtznIg0LLWFL,Dougal,36.0,14592.0,"['deep happy hardcore', 'happy hardcore', 'hardcore techno']"
7A4TdwdnxfR9auD1yAmpWD,Delhia De France,46.0,9178.0,[]
45uC5ia7f1oj4TGlOSbtC4,Staysick,24.0,2322.0,['dubstep']
1s8cu0X2A5YDwCLRN8AjFa,Nytrix,31.0,8796.0,['melodic dubstep']
2MOGeYMRvzFxWLgdwZpeQh,Goatchy,35.0,380.0,[]
342JB4Bfj8Q7qdOraq3nMz,Brennen Grey,23.0,5400.0,['dark techno']
4aFYimqZKXJSWQfY7U8RAo,Ornette,36.0,23106.0,['french indie pop']
20LsNbfhofBFByG5kuRKvK,Fuenka,26.0,3028.0,[]
4tRSX1e4hJYjMNdl1TkINg,Schiller,48.0,129506.0,['german techno']
0yTV2etph4xN8PXPLPeEG5,Peer Kusiv,34.0,17792.0,"['deep euro house', 'deep techno']"
5oNwxILfJ5rJhMaFdwB9tN,Johanson,34.0,814.0,[]
2OY7mhuIt3eCpTkW1IdADL,Program2,24.0,299.0,[]
5QCcgDafdCcrWaU8j5IDBO,giovanni carozza,19.0,2972.0,['italian techno']
4V8AR3bBMhrLaWirYLKBEe,Kalte Liebe,35.0,11610.0,['neue neue deutsche welle']
2kK1cYRoYo24RzsHADtD0E,Re-Style,46.0,49292.0,"['dark hardcore', 'frenchcore', 'hardcore techno']"
0caJEGgVuXuSHhhrMCmlkI,Sefa,58.0,157559.0,"['frenchcore', 'tekk', 'uptempo hardcore']"
3eLW10XmpXVzwszGQ9gDXX,Mark 'Oh,43.0,35587.0,"['bubble trance', 'eurodance', 'german techno']"
1kjJ6x7RsuCFY4X5vSMQQp,Vilas Monnappa,6.0,258.0,['indian techno']
2Zxy5LwBatI5kw4uponwHQ,Riot Ten,47.0,100208.0,['dubstep']
05tmGPn4fFdVpnsMt0YW5S,Adam Ten,34.0,10303.0,['israeli techno']
6Y9N9gdo5jpzGsExWDymS8,Mita Gami,33.0,8517.0,[]
0VbDAlm2KUlKI5UhXRBKWp,Henry Green,49.0,63763.0,['vapor soul']
0SH8Lcl8vQXfyIDVRGSRwP,David Temessi,23.0,5711.0,"['dark techno', 'hungarian techno']"
4yL5TutohY8hiHNJLOR6Mi,Stephen Advance,2.0,315.0,['hard minimal techno']
07p35pRvdiok1g93a16n6n,Beat Inside,17.0,367.0,[]
5mnxMXIM6BNhVVTXnBatKa,Skin On Skin,45.0,44556.0,['australian techno']
4sQNUQjOYj9rV2sdfJ8laS,Angerfist,56.0,446962.0,"['hardcore techno', 'tekk', 'uptempo hardcore']"
2lPXenWgbh51R950CMdk6i,Kaiserdisco,34.0,38559.0,"['deep minimal techno', 'german tech house', 'hamburg electronic', 'minimal techno', 'techno']"
0fs8oBR1rx7JIXZi75h7Uu,Bahari,49.0,185871.0,"['alt z', 'la pop']"
1lsjQdGrRe2D1nmvCVB7JZ,Charlie Sparks (UK),41.0,47701.0,['techno rave']
3Bs4g9IT8bAbCqmzaXYUzs,Durs,45.0,20657.0,"['progressive psytrance', 'psychedelic trance', 'trance mexicano']"
0hReHYoLJG38QBwYIZ8zKs,AKKI (DE),44.0,22699.0,['dark techno']
4YXOQZR6WVMNXaQ5e72DnG,RMB,39.0,21125.0,"['bubble trance', 'german techno']"
5vivlUC65oZCNqFxTue8rM,Rotterdam Terror Corps,30.0,33237.0,"['gabber', 'hardcore techno', 'terrorcore', 'uptempo hardcore']"
2AfGElfjqXuSyUny7dsj9p,Neophyte,39.0,62134.0,"['gabber', 'hardcore techno']"
2RoJa2qF4fdyhBkVcl5pNi,Drokz,27.0,16914.0,"['gabber', 'speedcore', 'uptempo hardcore']"
1wzytoanlxHqWXGCpUxnbY,Dennis Sheperd,38.0,22758.0,"['german techno', 'german trance', 'progressive house', 'progressive trance', 'tech trance', 'trance', 'uplifting trance']"
6hMtn6Lg2Ygvrxid7yeFa6,Scott Cameron,6.0,146.0,[]
6tccHs56UcopjubpyH1EbD,RELEJI,7.0,350.0,[]
2vik8lyw8WiALKMJK7C3hn,Ebenezer,39.0,19351.0,['uk hip hop']
2dbxPQ9Ri4dvE6tuLp1jOu,Maksim Dark,30.0,23231.0,"['dark techno', 'russian techno']"
2UzAShzs3DO53bSZqvf8Ri,Wehbba,35.0,45106.0,"['brazilian techno', 'deep minimal techno', 'minimal techno']"
3vjQVx1KiW9b8VpbRMWfpl,Doctor Dru,28.0,18524.0,"['deep disco house', 'hamburg electronic']"
1EMlPfrse4I1I1hA3iwhk9,Atari Teenage Riot,31.0,61618.0,"['cyberpunk', 'digital hardcore', 'hardcore techno']"
3IFgjVPT8yeB4UnJCWOpZA,Teenage Mutants,46.0,28826.0,['dark techno']
6vdgAccr11YvDg9pEj6gOZ,Brooklyn Bounce,40.0,56879.0,"['bouncy house', 'bubble trance', 'eurodance', 'german techno', 'hamburg electronic']"
0cwmNvclzPd8mQnoHuIksj,Vengaboys,61.0,420945.0,"['bubblegum dance', 'eurodance', 'europop']"
2MIKLLJyOv1o5u49KRbfH7,Jam & Spoon,44.0,32730.0,"['bubble trance', 'frankfurt electronic', 'german techno', 'german trance', 'trance']"
1PXHzxRDiLnjqNrRn2Xbsa,Underworld,54.0,568452.0,"['big beat', 'electronica']"
7rznn3BVOuA5jyPB275jmS,AVIRA,44.0,12633.0,[]
29eCbkd3VZXMgG5Ggyuaog,Nourey,24.0,2626.0,['progressive trance']
5BF9eGIdwa9gt4RAXP8w1n,Matchy,31.0,7051.0,['melodic techno']
0cFJWqLH2LZPzuTGS1ljV0,大滝詠一,43.0,82414.0,['japanese singer-songwriter']
7140bcJ0ZySe314nUfOo1J,Akina Nakamori,51.0,414701.0,"['idol kayo', 'j-pop', 'japanese new wave', 'kayokyoku', 'techno kayo']"
3El2sJgqTWkg1kkyHHAEu4,Captain Hollywood Project,46.0,92822.0,"['diva house', 'eurodance', 'german techno', 'hip house']"
0dVWqs8BT9eLpozWjImnLP,NRG,24.0,2066.0,[]
5nuJOwgBqKBIWyCr0dQgEH,Stil & Bense,36.0,10572.0,"['deep techno', 'german house']"
6ncUTZAXal93c05AUvr94d,Paffendorf,37.0,31857.0,"['bubble trance', 'eurodance', 'german techno', 'hands up']"
2oSihaE9ObkcZVx2LAxySj,Xpansions,33.0,4969.0,"['classic house', 'hardcore techno', 'hip house']"
2jop7P9uKGHVtQAv59lDxT,Spektre,39.0,60202.0,"['dark techno', 'raw techno']"
1b0WGyps7QC5KqSSq57wXX,Tom Wax,30.0,6470.0,['dream trance']
0CRfAs5qmkRgw9x9etNGqH,Octave One,41.0,36224.0,"['detroit house', 'detroit techno', 'minimal techno', 'techno']"
4NiMkovV5CHCZctsivUCIf,Christian Craken,29.0,14706.0,['melodic techno']
2Pfp9mATiuKRzCMLhfs3tB,R3SPAWN,40.0,34513.0,['sky room']
3Ao6gAvkCZUtj4ALBjNmXV,David Shane,30.0,5607.0,[]
3VyBzVPO0uq9bqgVeDyPmR,Frank Sonic,31.0,1450.0,[]
0wKUDx34qpJqHSSGOFSAkf,Paradoks,34.0,8715.0,['melodic techno']
7KAMvC5fpPMWUgZYu3mEYJ,Furyan,41.0,23499.0,['uptempo hardcore']
6rxmj7vNEofe96g84qMWoV,Jay Lumen,33.0,51673.0,"['deep minimal techno', 'funky tech house', 'hungarian techno', 'minimal techno']"
4wlgF2WCCPNhQ0FpNwO3vc,Magdalena,24.0,10206.0,['melodic techno']
2rRlbUvyMjvEOdQPWtGoPI,BEC,25.0,4479.0,['dark techno']
5L56gAwU2WofuHHOpLC0BU,Tiger Stripes,30.0,19930.0,"['deep minimal techno', 'deep techno', 'swedish electronic', 'swedish techno']"
0HhUeCRrcXYduJyhj8j4QF,Malikk,27.0,7145.0,['french tech house']
1kR99O4MgSTasyeJh8UFCg,DJ Koze,55.0,217850.0,"['electronica', 'german techno', 'hamburg electronic', 'microhouse', 'minimal techno']"
1bQat2UgYwJAsNOrZxcfa5,Sophia Kennedy,38.0,14974.0,['art pop']
3JByu9VCNA1Rs6puGfRupj,Denki Groove,38.0,151007.0,"['classic j-pop', 'japanese jazztronica', 'japanese techno', 'shibuya-kei']"
3EXtIEvqDsuQiHxHKJoi2b,Birat Bitz,42.0,3940.0,['mexican techno']
0r0m8up7CjS8TJodH2HX7C,Solee,40.0,74324.0,"['melodic techno', 'minimal techno']"
2GLf7iaOOujAem5R87xwto,Matthew Dear,33.0,61787.0,"['experimental pop', 'microhouse', 'minimal techno']"
5e1BZulIiYWPRm8yogwUYH,Tegan and Sara,54.0,616635.0,"['canadian indie', 'lilith', 'metropopolis', 'permanent wave']"
666dcGzCMhB4QfGw6BPmeq,RoelBeat,30.0,1804.0,[]
42RQg877YIAzBlaGWWGEPs,Circle of Life,21.0,2202.0,['melodic techno']
0kBZmuhkAKIdZE5YVkdhqV,Rokazer,25.0,1096.0,['french techno']
0MbkWzsd0eIfJEm8p2mCNf,Can Durmus,19.0,652.0,['melodic techno']
3bVYqr2NfmwmL4YJisWhJI,Dubfire,37.0,159075.0,"['minimal techno', 'techno']"
51KLU9oJAS9PzPVp8SiGC2,Julian Jeweil,26.0,646.0,['french techno']
6zkbUEItDv8gNXeO5WkkNX,Maxx,44.0,49620.0,"['eurodance', 'german techno', 'hip house']"
6yu6ruPHJXpEtX3eQpZTCz,CHRSTPHR,43.0,3244.0,[]
2hm4BYGieGFaze0OHYBV1n,G-Shock,13.0,233.0,['gabber']
341haTO11UzwVAN4Gp5JJ3,Iris,0.0,0.0,[]
44luJjfcUtxqDXGs3d9emu,Bingo Bango,33.0,1632.0,[]
0WSSKmoRbxqLf3MnXInQ2J,Max Cooper,46.0,165824.0,"['electronica', 'microhouse', 'minimal melodic techno', 'minimal techno', 'modular synth']"
238y1dKPtMeFEpX3Y6H1Vr,Parra for Cuva,57.0,168650.0,"['deep euro house', 'downtempo', 'new french touch']"
3BDHeNQRrxWiriGF1D3zSU,Cosmonov,16.0,1149.0,['hungarian techno']
3pVWZKrvLZaiL0Bp4c9NRZ,The Masochist,21.0,3779.0,['gabber']
7vzR9boaWm66REDDwH59KE,Rhythm On The Loose,22.0,2729.0,"['breakbeat', 'classic house', 'hardcore techno']"
0bIvvfPnM3YeHeORD57sAE,Westbam/ML,30.0,52674.0,"['bubble trance', 'german techno']"
1ZozrQRPK8eX6qh3UubgJ2,ENØS,24.0,6135.0,['melodic techno']
4dCGOzY3HL7dZnQ8XU7DDD,Ilario Alicante,32.0,81657.0,['minimal techno']
3LHqODf1hGAgZ5LTw1Gf4C,Acid Pauli,45.0,142154.0,"['organic electronic', 'organic house']"
3RTDPH1o0PW9KyQrs7aZIl,Zoe Dee,29.0,195.0,[]
40dlsb5MBbRdrB2hf8XnvU,Farrago,37.0,13864.0,['belgian techno']
5RZGHff3PE1rPUKOpDIqaO,Der Dritte Raum,32.0,21670.0,"['classic progressive house', 'german techno', 'high-tech minimal']"
2Qa4UBwzhEFt1Tpj95cZls,Future Breeze,44.0,11488.0,"['acid trance', 'bubble trance', 'dream trance', 'german techno', 'german trance']"
4f2K0RSYyxP4TUyZu1azYB,Popof,36.0,81054.0,"['deep minimal techno', 'french tech house', 'french techno', 'minimal techno']"
2YEBe2HS4QDj1hnuJfGlUK,Iris,22.0,18986.0,[]
0b2rM3fXiBkA4c1SpSkoqE,Broken Minds,45.0,17582.0,['uptempo hardcore']
384y80ug9EcAhAJ0ZRxWKA,SevenDoors,21.0,5485.0,['deep techno']
3EcZRdeOAAv4x90ZjsT3qt,Imo-Kin Trio,16.0,1764.0,['techno kayo']
6MdiTFxjUJ8W2VG3KVSLVA,DJ Delirium,18.0,4708.0,['gabber']
39cgo5SPJygKIlIcrwkd73,Partyraiser,45.0,67335.0,['uptempo hardcore']
5anwTbhEWgbOnZUs2GbuB9,Critical Mass,29.0,5492.0,"['gabber', 'happy hardcore']"
4IeECou6Ya4wjPueZ8BZAV,Streiks & Kratchs,19.0,2488.0,['uptempo hardcore']
6HNYPrYPF6UzZhVFu2sLeh,FPI Project,28.0,8855.0,"['classic house', 'diva house', 'hip house', 'italo house', 'piano house']"
0CdzpTCd7FCWY84B79A373,SOEL,22.0,6586.0,['melodic techno']
7M7DUxK3f7hR03EwfwldZQ,Khen,34.0,19835.0,"['israeli techno', 'organic house']"
1tlScBqJkLMyYyJzRRBv51,Ballarak,32.0,3808.0,['acid techno']
1qGCxiHgY9rBU7aNeMo9kc,Locked Club,31.0,27215.0,['industrial techno']
1z0LVJw4i8ou21KjpjxZfz,Pysh,22.0,1863.0,['polish techno']
3WMWUUim3gL4CkDLkTDwsE,Stephane Salerno,26.0,1713.0,['ethnotronica']
43Cmg6YqnuPEHxe7TQLOk7,Caroline Harrison,42.0,3495.0,['neo-singer-songwriter']
0VWvUvjaHaW1OeXtcVISu9,Fejká,45.0,24322.0,['ambient house']
6fjhNhp9IoeiZpEXq9AT2S,Nico Moreno,47.0,124484.0,['techno rave']
49z7CdlT995a8ASPMiN7hb,Louis & Clark,17.0,884.0,['melodic techno']
0tMbQtD3YwrVFk9Lb6abmB,A*M*E,44.0,2759.0,['uk pop']
4VNQWV2y1E97Eqo2D5UTjx,Gorgon City,63.0,441482.0,"['future garage', 'house', 'pop dance', 'uk dance']"
6mpxgK8EZh8VDoe6trGF0f,NAATIONS,39.0,4043.0,['la pop']
501MfkAIop4dRLvOqjlMHl,Murdock,38.0,14655.0,"['belgian dnb', 'belgian edm', 'dancefloor dnb']"
1nWTuAPoIl3Ig7QUxuFgdl,Arm In Arm,18.0,2948.0,['melodic techno']
3Bdl99JgMCraMw7G3w3fpz,Junk Project,26.0,2088.0,['acid trance']
1dWCpNKvuNDv2rE4gCVNwj,Endymion,44.0,39987.0,"['classic hardstyle', 'hardcore techno', 'rawstyle']"
5WUnGF4pM7DerBF0GSivNv,D-Fence,47.0,50332.0,['uptempo hardcore']
1k0U51DXyjFk4YnLZUIMP9,6EJOU,40.0,14238.0,"['french techno', 'hard industrial techno']"
7unEZD9UeDErsy4lZhixfI,GEISHA GIRLS,12.0,4998.0,"['geinin song', 'techno kayo']"
36g2U19HPpLeY5FyrPhrfp,DJ Shog,37.0,14167.0,"['bubble trance', 'german techno', 'hands up', 'hard trance']"
3F4cmqlG4wCV3aEZlHHO8p,Woo York,31.0,27901.0,"['deep techno', 'melodic techno', 'ukrainian electronic', 'ukrainian experimental']"
29zsVzEH33dD5QqxeL8dvy,Vini Vici,62.0,496537.0,['progressive uplifting trance']
5hikDvYlf4CbKVsf2Jon4N,Dino Maggiorana,24.0,7456.0,"['dark techno', 'italian techno']"
7gmBCPfdEiZGywHfJJYYQX,NOEMIE,35.0,496.0,[]
28uJnu5EsrGml2tBd7y8ts,Vintage Culture,69.0,1775138.0,['brazilian edm']
18JB1alfBo2YApLdLD2TDq,Opposite Ways,19.0,1839.0,['melodic techno']
6guwuHIjpVnmvaBjzertzu,GNTN,19.0,5056.0,['dark techno']
16b4eMQQn3vaRpMvSOIXHC,Senses Of Mind,18.0,4341.0,['belgian techno']
7pHwBqsYULdAdHgSwf1q9f,Omiki,44.0,69970.0,"['progressive psytrance', 'psychedelic trance']"
4fF0Rf1BIEi6GByi9DhqJ8,Jason Caesar,28.0,222.0,[]
4H267HByup3kdzVdYLhp21,Deniz Bul,40.0,22530.0,['high-tech minimal']
4OA1c70ANsRopn5bWmJ0Rk,Rollergirl,40.0,13982.0,"['eurodance', 'future funk', 'german techno']"
3j3JxdSZ3WK1tdJQ0wcznR,Flaremode,30.0,3590.0,[]
5AmxhPl99r1cBm9WqrIuyU,Krimsonn,31.0,5281.0,[]
1X0q9PceOgszjWT4Lp8wKL,Marshall Masters,37.0,5405.0,"['belgian dance', 'gabber']"
1ZG6yXZnFtQJIKnEHi2MYM,The Ultimate MC,36.0,840.0,['swedish eurodance']
6E8wYeE1CsvOUO031l9QGJ,Namito,30.0,9935.0,"['german tech house', 'german techno', 'organic house', 'persian electronic']"
5nri3hyKmKBGAfvjBi0mK0,Satori,43.0,88314.0,['organic electronic']
7CLiUunU7RG85NX7bhjvw7,Ahmad Zahir,38.0,55545.0,"['afghan pop', 'afghan traditional', 'pashto pop']"
7LB40hAuMP0ttXsYEylx8k,Zareh Kan,27.0,1804.0,"['hard minimal techno', 'hungarian edm']"
0i0sl5bSI0hIcxSRG5elWa,Sunshine State,20.0,1138.0,['hungarian edm']
6kuZsd99KdBgJ3KfTaBGkz,Goldsound,12.0,694.0,[]
7hP2PitTab5HfyJURdQcIF,The Love Committee,29.0,4833.0,['bubble trance']
07E7avQ9K8W8Gr6BCx8aU9,Alee,40.0,2571.0,[]
20rPxPH4gXyqj2G3ooE44c,MC Diesel,32.0,444.0,[]
5fnQx3xpfKNewfCr0RrZlf,Analog Context,19.0,1595.0,['melodic techno']
596ByjVYnslGJIHxEBGjF8,Ultrabeat,46.0,42570.0,"['bouncy house', 'eurodance']"
0jypmaLN034G9UkeQdqsps,James Yuill,33.0,11230.0,"['folktronica', 'uk alternative pop']"
6XJbAjen3yFjZ5NTmDC83h,Dizharmonia,23.0,7534.0,"['deep techno', 'greek techno']"
7tdcJ2v8H2RG2LCCuQ4gy0,Sazin,6.0,64.0,[]
2q3GG88dVwuQPF4FmySr9I,The Score,67.0,1323100.0,"['modern alternative rock', 'pov: indie']"
4KWTAlx2RvbpseOGMEmROg,R.E.M.,72.0,4127186.0,"['alternative rock', 'athens indie', 'permanent wave', 'rock']"
3jOstUTkEu2JkjvRdBA5Gu,Weezer,71.0,3171310.0,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']"
49bzE5vRBRIota4qeHtQM8,Skillet,71.0,4762422.0,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']"
5nGIFgo0shDenQYSE0Sn7c,Evanescence,70.0,4001465.0,['alternative metal']
3TOqt5oJwL9BE2NG9MEwDa,Disturbed,71.0,6165352.0,"['alternative metal', 'nu metal', 'rap metal', 'rock']"
6s22t5Y3prQHyaHWUN1R1C,AJR,71.0,2989566.0,['pov: indie']
40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,70.0,4633001.0,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'rock', 'spacegrunge']"
77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,81.0,13233171.0,"['modern alternative rock', 'modern rock', 'pop']"
